Cross Semivariogram     tail:Ag           head:Ag            direction  1 
  70       70.000       .84059    88775        -.08686         .04981
  71       71.000       .83818    88440        -.08767         .05068
  72       72.000       .83581    88105        -.08852         .05133
  73       73.000       .83291    87770        -.08938         .05179
  74       74.000       .82993    87435        -.09035         .05212
  75       75.000       .82677    87100        -.09141         .05231
  76       76.000       .82446    86765        -.09262         .05241
  77       77.000       .82271    86430        -.09385         .05239
  78       78.000       .82165    86095        -.09509         .05238
  79       79.000       .82131    85760        -.09643         .05220
  80       80.000       .82126    85425        -.09792         .05192
  81       81.000       .82136    85090        -.09946         .05151
  82       82.000       .82177    84755        -.10099         .05102
  83       83.000       .82238    84420        -.10236         .05046
  84       84.000       .82316    84085        -.10366         .04976
  85       85.000       .82343    83750        -.10497         .04890
  86       86.000       .82291    83415        -.10614         .04787
  87       87.000       .82192    83080        -.10728         .04681
  88       88.000       .82084    82745        -.10829         .04580
  89       89.000       .81974    82410        -.10915         .04471
  90       90.000       .81876    82075        -.10989         .04367
  91       91.000       .81785    81740        -.11050         .04266
  92       92.000       .81713    81405        -.11100         .04168
  93       93.000       .81633    81070        -.11130         .04068
  94       94.000       .81593    80735        -.11148         .03959
  95       95.000       .81597    80400        -.11142         .03848
  96       96.000       .81629    80065        -.11135         .03749
  97       97.000       .81695    79730        -.11124         .03655
  98       98.000       .81796    79395        -.11095         .03574
  99       99.000       .81896    79060        -.11069         .03489
 100      100.000       .82054    78725        -.11032         .03411
Cross Semivariogram     tail:Mo           head:Nb            direction  1 
   1        1.000      -.00024   111890        -.02742        -.07894
   2        2.000      -.00121   111555        -.02673        -.07788
   3        3.000      -.00257   111220        -.02600        -.07684
   4        4.000      -.00417   110885        -.02537        -.07581
   5        5.000      -.00602   110550        -.02490        -.07473
   6        6.000      -.00813   110215        -.02451        -.07370
   7        7.000      -.01056   109880        -.02413        -.07271
   8        8.000      -.01326   109545        -.02383        -.07174
   9        9.000      -.01588   109210        -.02371        -.07075
  10       10.000      -.01843   108875        -.02374        -.06973
  11       11.000      -.02038   108540        -.02405        -.06867
  12       12.000      -.02208   108205        -.02457        -.06750
  13       13.000      -.02348   107870        -.02530        -.06633
  14       14.000      -.02463   107535        -.02626        -.06528
  15       15.000      -.02562   107200        -.02736        -.06429
  16       16.000      -.02682   106865        -.02861        -.06327
  17       17.000      -.02831   106530        -.02988        -.06215
  18       18.000      -.03010   106195        -.03124        -.06098
  19       19.000      -.03227   105860        -.03270        -.05993
  20       20.000      -.03461   105525        -.03421        -.05898
  21       21.000      -.03719   105190        -.03575        -.05797
  22       22.000      -.03998   104855        -.03738        -.05691
  23       23.000      -.04287   104520        -.03918        -.05598
  24       24.000      -.04579   104185        -.04116        -.05517
  25       25.000      -.04889   103850        -.04329        -.05443
  26       26.000      -.05208   103515        -.04551        -.05378
  27       27.000      -.05511   103180        -.04766        -.05321
  28       28.000      -.05815   102845        -.04980        -.05257
  29       29.000      -.06085   102510        -.05178        -.05188
  30       30.000      -.06322   102175        -.05363        -.05116
  31       31.000      -.06533   101840        -.05538        -.05036
  32       32.000      -.06715   101505        -.05701        -.04949
  33       33.000      -.06867   101170        -.05845        -.04855
  34       34.000      -.06975   100835        -.05962        -.04762
  35       35.000      -.07061   100500        -.06078        -.04659
  36       36.000      -.07118   100165        -.06187        -.04555
  37       37.000      -.07143    99830        -.06297        -.04444
  38       38.000      -.07134    99495        -.06409        -.04333
  39       39.000      -.07088    99160        -.06513        -.04215
  40       40.000      -.06984    98825        -.06613        -.04092
  41       41.000      -.06829    98490        -.06694        -.03963
  42       42.000      -.06639    98155        -.06750        -.03826
  43       43.000      -.06425    97820        -.06800        -.03689
  44       44.000      -.06197    97485        -.06849        -.03562
  45       45.000      -.05951    97150        -.06896        -.03449
  46       46.000      -.05693    96815        -.06939        -.03331
  47       47.000      -.05436    96480        -.06987        -.03221
  48       48.000      -.05146    96145        -.07032        -.03096
  49       49.000      -.04851    95810        -.07069        -.02957
  50       50.000      -.04559    95475        -.07114        -.02815
  51       51.000      -.04281    95140        -.07170        -.02656
  52       52.000      -.04014    94805        -.07228        -.02489
  53       53.000      -.03741    94470        -.07292        -.02324
  54       54.000      -.03474    94135        -.07364        -.02167
  55       55.000      -.03238    93800        -.07452        -.02020
  56       56.000      -.03019    93465        -.07548        -.01881
  57       57.000      -.02825    93130        -.07636        -.01740
  58       58.000      -.02659    92795        -.07713        -.01604
  59       59.000      -.02501    92460        -.07793        -.01462
  60       60.000      -.02356    92125        -.07872        -.01318
  61       61.000      -.02211    91790        -.07949        -.01180
  62       62.000      -.02061    91455        -.08022        -.01045
  63       63.000      -.01919    91120        -.08104        -.00915
  64       64.000      -.01772    90785        -.08184        -.00799
  65       65.000      -.01603    90450        -.08272        -.00700
  66       66.000      -.01383    90115        -.08362        -.00621
  67       67.000      -.01133    89780        -.08455        -.00552
  68       68.000      -.00874    89445        -.08532        -.00473
  69       69.000      -.00606    89110        -.08608        -.00396
  70       70.000      -.00334    88775        -.08686        -.00322
  71       71.000      -.00053    88440        -.08767        -.00264
  72       72.000       .00222    88105        -.08852        -.00225
  73       73.000       .00505    87770        -.08938        -.00202
  74       74.000       .00777    87435        -.09035        -.00200
  75       75.000       .01059    87100        -.09141        -.00206
  76       76.000       .01330    86765        -.09262        -.00217
  77       77.000       .01569    86430        -.09385        -.00242
  78       78.000       .01810    86095        -.09509        -.00290
  79       79.000       .02033    85760        -.09643        -.00358
  80       80.000       .02199    85425        -.09792        -.00438
  81       81.000       .02314    85090        -.09946        -.00522
  82       82.000       .02370    84755        -.10099        -.00625
  83       83.000       .02376    84420        -.10236        -.00727
  84       84.000       .02324    84085        -.10366        -.00829
  85       85.000       .02239    83750        -.10497        -.00919
  86       86.000       .02125    83415        -.10614        -.01003
  87       87.000       .01981    83080        -.10728        -.01088
  88       88.000       .01834    82745        -.10829        -.01160
  89       89.000       .01680    82410        -.10915        -.01224
  90       90.000       .01550    82075        -.10989        -.01294
  91       91.000       .01444    81740        -.11050        -.01360
  92       92.000       .01326    81405        -.11100        -.01434
  93       93.000       .01186    81070        -.11130        -.01504
  94       94.000       .01021    80735        -.11148        -.01583
  95       95.000       .00829    80400        -.11142        -.01649
  96       96.000       .00653    80065        -.11135        -.01706
  97       97.000       .00476    79730        -.11124        -.01753
  98       98.000       .00310    79395        -.11095        -.01782
  99       99.000       .00185    79060        -.11069        -.01790
 100      100.000       .00026    78725        -.11032        -.01791
Cross Semivariogram     tail:Mo           head:P             direction  1 
   1        1.000       .00015   111890        -.02742        -.12207
   2        2.000       .00045   111555        -.02673        -.12265
   3        3.000       .00103   111220        -.02600        -.12326
   4        4.000       .00157   110885        -.02537        -.12389
   5        5.000       .00215   110550        -.02490        -.12449
   6        6.000       .00273   110215        -.02451        -.12510
   7        7.000       .00327   109880        -.02413        -.12566
   8        8.000       .00406   109545        -.02383        -.12620
   9        9.000       .00502   109210        -.02371        -.12665
  10       10.000       .00585   108875        -.02374        -.12698
  11       11.000       .00648   108540        -.02405        -.12732
  12       12.000       .00689   108205        -.02457        -.12766
  13       13.000       .00712   107870        -.02530        -.12797
  14       14.000       .00727   107535        -.02626        -.12829
  15       15.000       .00727   107200        -.02736        -.12856
  16       16.000       .00724   106865        -.02861        -.12865
  17       17.000       .00707   106530        -.02988        -.12868
  18       18.000       .00685   106195        -.03124        -.12874
  19       19.000       .00661   105860        -.03270        -.12867
  20       20.000       .00642   105525        -.03421        -.12852
  21       21.000       .00601   105190        -.03575        -.12827
  22       22.000       .00556   104855        -.03738        -.12806
  23       23.000       .00513   104520        -.03918        -.12773
  24       24.000       .00455   104185        -.04116        -.12729
  25       25.000       .00391   103850        -.04329        -.12670
  26       26.000       .00306   103515        -.04551        -.12611
  27       27.000       .00187   103180        -.04766        -.12549
  28       28.000       .00018   102845        -.04980        -.12472
  29       29.000      -.00187   102510        -.05178        -.12390
  30       30.000      -.00372   102175        -.05363        -.12302
  31       31.000      -.00596   101840        -.05538        -.12206
  32       32.000      -.00829   101505        -.05701        -.12111
  33       33.000      -.01067   101170        -.05845        -.12013
  34       34.000      -.01330   100835        -.05962        -.11909
  35       35.000      -.01573   100500        -.06078        -.11801
  36       36.000      -.01813   100165        -.06187        -.11696
  37       37.000      -.02077    99830        -.06297        -.11597
  38       38.000      -.02341    99495        -.06409        -.11499
  39       39.000      -.02618    99160        -.06513        -.11413
  40       40.000      -.02919    98825        -.06613        -.11325
  41       41.000      -.03248    98490        -.06694        -.11241
  42       42.000      -.03615    98155        -.06750        -.11178
  43       43.000      -.03986    97820        -.06800        -.11129
  44       44.000      -.04329    97485        -.06849        -.11094
  45       45.000      -.04678    97150        -.06896        -.11063
  46       46.000      -.05020    96815        -.06939        -.11040
  47       47.000      -.05306    96480        -.06987        -.11017
  48       48.000      -.05570    96145        -.07032        -.10995
  49       49.000      -.05864    95810        -.07069        -.10966
  50       50.000      -.06175    95475        -.07114        -.10929
  51       51.000      -.06495    95140        -.07170        -.10896
  52       52.000      -.06808    94805        -.07228        -.10868
  53       53.000      -.07117    94470        -.07292        -.10835
  54       54.000      -.07429    94135        -.07364        -.10795
  55       55.000      -.07731    93800        -.07452        -.10763
  56       56.000      -.08003    93465        -.07548        -.10736
  57       57.000      -.08242    93130        -.07636        -.10720
  58       58.000      -.08441    92795        -.07713        -.10710
  59       59.000      -.08575    92460        -.07793        -.10707
  60       60.000      -.08687    92125        -.07872        -.10709
  61       61.000      -.08730    91790        -.07949        -.10716
  62       62.000      -.08768    91455        -.08022        -.10727
  63       63.000      -.08825    91120        -.08104        -.10740
  64       64.000      -.08886    90785        -.08184        -.10760
  65       65.000      -.08941    90450        -.08272        -.10787
  66       66.000      -.09007    90115        -.08362        -.10809
  67       67.000      -.09061    89780        -.08455        -.10825
  68       68.000      -.09112    89445        -.08532        -.10846
  69       69.000      -.09140    89110        -.08608        -.10869
  70       70.000      -.09151    88775        -.08686        -.10887
  71       71.000      -.09149    88440        -.08767        -.10908
  72       72.000      -.09173    88105        -.08852        -.10937
  73       73.000      -.09189    87770        -.08938        -.10967
  74       74.000      -.09189    87435        -.09035        -.10992
  75       75.000      -.09170    87100        -.09141        -.11012
  76       76.000      -.09135    86765        -.09262        -.11018
  77       77.000      -.09093    86430        -.09385        -.11024
  78       78.000      -.09059    86095        -.09509        -.11036
  79       79.000      -.09008    85760        -.09643        -.11050
  80       80.000      -.08953    85425        -.09792        -.11067
  81       81.000      -.08909    85090        -.09946        -.11068
  82       82.000      -.08821    84755        -.10099        -.11045
  83       83.000      -.08718    84420        -.10236        -.11005
  84       84.000      -.08561    84085        -.10366        -.10955
  85       85.000      -.08335    83750        -.10497        -.10898
  86       86.000      -.08095    83415        -.10614        -.10838
  87       87.000      -.07838    83080        -.10728        -.10781
  88       88.000      -.07544    82745        -.10829        -.10707
  89       89.000      -.07263    82410        -.10915        -.10601
  90       90.000      -.06993    82075        -.10989        -.10471
  91       91.000      -.06730    81740        -.11050        -.10337
  92       92.000      -.06457    81405        -.11100        -.10192
  93       93.000      -.06136    81070        -.11130        -.10018
  94       94.000      -.05792    80735        -.11148        -.09835
  95       95.000      -.05423    80400        -.11142        -.09654
  96       96.000      -.05067    80065        -.11135        -.09472
  97       97.000      -.04743    79730        -.11124        -.09299
  98       98.000      -.04423    79395        -.11095        -.09145
  99       99.000      -.04118    79060        -.11069        -.09012
 100      100.000      -.03858    78725        -.11032        -.08903
Cross Semivariogram     tail:Mo           head:Sn            direction  1 
   1        1.000      -.00004   111890        -.02742        -.12944
   2        2.000      -.00040   111555        -.02673        -.12978
   3        3.000      -.00077   111220        -.02600        -.13006
   4        4.000      -.00070   110885        -.02537        -.13014
   5        5.000      -.00036   110550        -.02490        -.12999
   6        6.000       .00036   110215        -.02451        -.12957
   7        7.000       .00138   109880        -.02413        -.12905
   8        8.000       .00257   109545        -.02383        -.12829
   9        9.000       .00403   109210        -.02371        -.12730
  10       10.000       .00566   108875        -.02374        -.12609
  11       11.000       .00796   108540        -.02405        -.12475
  12       12.000       .01024   108205        -.02457        -.12338
  13       13.000       .01251   107870        -.02530        -.12193
  14       14.000       .01500   107535        -.02626        -.12044
  15       15.000       .01758   107200        -.02736        -.11888
  16       16.000       .01996   106865        -.02861        -.11737
  17       17.000       .02239   106530        -.02988        -.11591
  18       18.000       .02468   106195        -.03124        -.11438
  19       19.000       .02662   105860        -.03270        -.11282
  20       20.000       .02848   105525        -.03421        -.11133
  21       21.000       .03013   105190        -.03575        -.10993
  22       22.000       .03151   104855        -.03738        -.10862
  23       23.000       .03253   104520        -.03918        -.10741
  24       24.000       .03321   104185        -.04116        -.10634
  25       25.000       .03349   103850        -.04329        -.10531
  26       26.000       .03360   103515        -.04551        -.10432
  27       27.000       .03341   103180        -.04766        -.10335
  28       28.000       .03290   102845        -.04980        -.10248
  29       29.000       .03215   102510        -.05178        -.10170
  30       30.000       .03120   102175        -.05363        -.10112
  31       31.000       .03004   101840        -.05538        -.10065
  32       32.000       .02879   101505        -.05701        -.10036
  33       33.000       .02746   101170        -.05845        -.10020
  34       34.000       .02614   100835        -.05962        -.10009
  35       35.000       .02451   100500        -.06078        -.09996
  36       36.000       .02234   100165        -.06187        -.09980
  37       37.000       .01980    99830        -.06297        -.09965
  38       38.000       .01710    99495        -.06409        -.09950
  39       39.000       .01406    99160        -.06513        -.09944
  40       40.000       .01089    98825        -.06613        -.09939
  41       41.000       .00756    98490        -.06694        -.09948
  42       42.000       .00408    98155        -.06750        -.09973
  43       43.000       .00062    97820        -.06800        -.10018
  44       44.000      -.00276    97485        -.06849        -.10079
  45       45.000      -.00587    97150        -.06896        -.10143
  46       46.000      -.00925    96815        -.06939        -.10206
  47       47.000      -.01261    96480        -.06987        -.10281
  48       48.000      -.01621    96145        -.07032        -.10378
  49       49.000      -.01984    95810        -.07069        -.10477
  50       50.000      -.02361    95475        -.07114        -.10582
  51       51.000      -.02758    95140        -.07170        -.10695
  52       52.000      -.03182    94805        -.07228        -.10819
  53       53.000      -.03604    94470        -.07292        -.10958
  54       54.000      -.04090    94135        -.07364        -.11103
  55       55.000      -.04620    93800        -.07452        -.11263
  56       56.000      -.05218    93465        -.07548        -.11421
  57       57.000      -.05843    93130        -.07636        -.11570
  58       58.000      -.06466    92795        -.07713        -.11709
  59       59.000      -.07071    92460        -.07793        -.11838
  60       60.000      -.07687    92125        -.07872        -.11958
  61       61.000      -.08270    91790        -.07949        -.12080
  62       62.000      -.08812    91455        -.08022        -.12209
  63       63.000      -.09373    91120        -.08104        -.12336
  64       64.000      -.09930    90785        -.08184        -.12446
  65       65.000      -.10463    90450        -.08272        -.12546
  66       66.000      -.10981    90115        -.08362        -.12640
  67       67.000      -.11477    89780        -.08455        -.12722
  68       68.000      -.11930    89445        -.08532        -.12798
  69       69.000      -.12331    89110        -.08608        -.12860
  70       70.000      -.12694    88775        -.08686        -.12911
  71       71.000      -.13047    88440        -.08767        -.12947
  72       72.000      -.13408    88105        -.08852        -.12967
  73       73.000      -.13770    87770        -.08938        -.12969
  74       74.000      -.14124    87435        -.09035        -.12957
  75       75.000      -.14458    87100        -.09141        -.12928
  76       76.000      -.14777    86765        -.09262        -.12896
  77       77.000      -.15055    86430        -.09385        -.12850
  78       78.000      -.15277    86095        -.09509        -.12800
  79       79.000      -.15469    85760        -.09643        -.12749
  80       80.000      -.15655    85425        -.09792        -.12680
  81       81.000      -.15781    85090        -.09946        -.12595
  82       82.000      -.15882    84755        -.10099        -.12503
  83       83.000      -.16010    84420        -.10236        -.12409
  84       84.000      -.16132    84085        -.10366        -.12321
  85       85.000      -.16200    83750        -.10497        -.12237
  86       86.000      -.16202    83415        -.10614        -.12148
  87       87.000      -.16158    83080        -.10728        -.12047
  88       88.000      -.16044    82745        -.10829        -.11944
  89       89.000      -.15841    82410        -.10915        -.11838
  90       90.000      -.15575    82075        -.10989        -.11727
  91       91.000      -.15240    81740        -.11050        -.11608
  92       92.000      -.14857    81405        -.11100        -.11482
  93       93.000      -.14464    81070        -.11130        -.11351
  94       94.000      -.14063    80735        -.11148        -.11208
  95       95.000      -.13599    80400        -.11142        -.11060
  96       96.000      -.13159    80065        -.11135        -.10927
  97       97.000      -.12713    79730        -.11124        -.10808
  98       98.000      -.12240    79395        -.11095        -.10709
  99       99.000      -.11724    79060        -.11069        -.10627
 100      100.000      -.11193    78725        -.11032        -.10566
Cross Semivariogram     tail:Mo           head:Sr            direction  1 
   1        1.000       .00034   111890        -.02742         .07557
   2        2.000       .00125   111555        -.02673         .07626
   3        3.000       .00239   111220        -.02600         .07684
   4        4.000       .00370   110885        -.02537         .07734
   5        5.000       .00528   110550        -.02490         .07769
   6        6.000       .00720   110215        -.02451         .07794
   7        7.000       .00960   109880        -.02413         .07805
   8        8.000       .01234   109545        -.02383         .07800
   9        9.000       .01532   109210        -.02371         .07782
  10       10.000       .01834   108875        -.02374         .07758
  11       11.000       .02184   108540        -.02405         .07742
  12       12.000       .02527   108205        -.02457         .07730
  13       13.000       .02872   107870        -.02530         .07715
  14       14.000       .03225   107535        -.02626         .07706
  15       15.000       .03548   107200        -.02736         .07705
  16       16.000       .03861   106865        -.02861         .07706
  17       17.000       .04172   106530        -.02988         .07697
  18       18.000       .04457   106195        -.03124         .07683
  19       19.000       .04707   105860        -.03270         .07654
  20       20.000       .04918   105525        -.03421         .07614
  21       21.000       .05123   105190        -.03575         .07569
  22       22.000       .05331   104855        -.03738         .07526
  23       23.000       .05522   104520        -.03918         .07491
  24       24.000       .05715   104185        -.04116         .07457
  25       25.000       .05928   103850        -.04329         .07434
  26       26.000       .06142   103515        -.04551         .07410
  27       27.000       .06331   103180        -.04766         .07386
  28       28.000       .06509   102845        -.04980         .07365
  29       29.000       .06655   102510        -.05178         .07340
  30       30.000       .06779   102175        -.05363         .07319
  31       31.000       .06906   101840        -.05538         .07286
  32       32.000       .07021   101505        -.05701         .07255
  33       33.000       .07103   101170        -.05845         .07221
  34       34.000       .07148   100835        -.05962         .07185
  35       35.000       .07200   100500        -.06078         .07150
  36       36.000       .07244   100165        -.06187         .07113
  37       37.000       .07267    99830        -.06297         .07095
  38       38.000       .07278    99495        -.06409         .07077
  39       39.000       .07265    99160        -.06513         .07068
  40       40.000       .07238    98825        -.06613         .07073
  41       41.000       .07210    98490        -.06694         .07081
  42       42.000       .07171    98155        -.06750         .07092
  43       43.000       .07134    97820        -.06800         .07122
  44       44.000       .07084    97485        -.06849         .07175
  45       45.000       .07027    97150        -.06896         .07232
  46       46.000       .06962    96815        -.06939         .07289
  47       47.000       .06893    96480        -.06987         .07347
  48       48.000       .06806    96145        -.07032         .07413
  49       49.000       .06734    95810        -.07069         .07483
  50       50.000       .06644    95475        -.07114         .07553
  51       51.000       .06596    95140        -.07170         .07623
  52       52.000       .06541    94805        -.07228         .07700
  53       53.000       .06462    94470        -.07292         .07786
  54       54.000       .06371    94135        -.07364         .07883
  55       55.000       .06302    93800        -.07452         .07984
  56       56.000       .06240    93465        -.07548         .08077
  57       57.000       .06206    93130        -.07636         .08172
  58       58.000       .06184    92795        -.07713         .08276
  59       59.000       .06179    92460        -.07793         .08389
  60       60.000       .06151    92125        -.07872         .08504
  61       61.000       .06102    91790        -.07949         .08632
  62       62.000       .06035    91455        -.08022         .08780
  63       63.000       .05999    91120        -.08104         .08949
  64       64.000       .06018    90785        -.08184         .09138
  65       65.000       .06063    90450        -.08272         .09343
  66       66.000       .06105    90115        -.08362         .09558
  67       67.000       .06135    89780        -.08455         .09780
  68       68.000       .06170    89445        -.08532         .10012
  69       69.000       .06150    89110        -.08608         .10243
  70       70.000       .06115    88775        -.08686         .10492
  71       71.000       .06065    88440        -.08767         .10756
  72       72.000       .05994    88105        -.08852         .11022
  73       73.000       .05932    87770        -.08938         .11292
  74       74.000       .05837    87435        -.09035         .11567
  75       75.000       .05734    87100        -.09141         .11856
  76       76.000       .05599    86765        -.09262         .12158
  77       77.000       .05421    86430        -.09385         .12467
  78       78.000       .05220    86095        -.09509         .12762
  79       79.000       .05035    85760        -.09643         .13039
  80       80.000       .04847    85425        -.09792         .13313
  81       81.000       .04668    85090        -.09946         .13582
  82       82.000       .04498    84755        -.10099         .13858
  83       83.000       .04326    84420        -.10236         .14134
  84       84.000       .04207    84085        -.10366         .14415
  85       85.000       .04145    83750        -.10497         .14703
  86       86.000       .04116    83415        -.10614         .14991
  87       87.000       .04154    83080        -.10728         .15274
  88       88.000       .04234    82745        -.10829         .15551
  89       89.000       .04349    82410        -.10915         .15815
  90       90.000       .04505    82075        -.10989         .16072
  91       91.000       .04682    81740        -.11050         .16311
  92       92.000       .04893    81405        -.11100         .16537
  93       93.000       .05089    81070        -.11130         .16752
  94       94.000       .05274    80735        -.11148         .16938
  95       95.000       .05423    80400        -.11142         .17108
  96       96.000       .05563    80065        -.11135         .17260
  97       97.000       .05660    79730        -.11124         .17403
  98       98.000       .05742    79395        -.11095         .17528
  99       99.000       .05818    79060        -.11069         .17638
 100      100.000       .05892    78725        -.11032         .17736
Cross Semivariogram     tail:Mo           head:Ti            direction  1 
   1        1.000       .00018   111890        -.02742        -.03700
   2        2.000       .00052   111555        -.02673        -.03738
   3        3.000       .00081   111220        -.02600        -.03779
   4        4.000       .00113   110885        -.02537        -.03821
   5        5.000       .00145   110550        -.02490        -.03855
   6        6.000       .00188   110215        -.02451        -.03884
   7        7.000       .00252   109880        -.02413        -.03903
   8        8.000       .00323   109545        -.02383        -.03918
   9        9.000       .00402   109210        -.02371        -.03928
  10       10.000       .00467   108875        -.02374        -.03934
  11       11.000       .00527   108540        -.02405        -.03935
  12       12.000       .00591   108205        -.02457        -.03922
  13       13.000       .00668   107870        -.02530        -.03895
  14       14.000       .00748   107535        -.02626        -.03865
  15       15.000       .00812   107200        -.02736        -.03828
  16       16.000       .00889   106865        -.02861        -.03799
  17       17.000       .00929   106530        -.02988        -.03778
  18       18.000       .00962   106195        -.03124        -.03762
  19       19.000       .00959   105860        -.03270        -.03750
  20       20.000       .00903   105525        -.03421        -.03736
  21       21.000       .00828   105190        -.03575        -.03726
  22       22.000       .00759   104855        -.03738        -.03721
  23       23.000       .00689   104520        -.03918        -.03717
  24       24.000       .00589   104185        -.04116        -.03714
  25       25.000       .00460   103850        -.04329        -.03706
  26       26.000       .00327   103515        -.04551        -.03694
  27       27.000       .00214   103180        -.04766        -.03686
  28       28.000       .00109   102845        -.04980        -.03679
  29       29.000       .00019   102510        -.05178        -.03672
  30       30.000      -.00076   102175        -.05363        -.03670
  31       31.000      -.00165   101840        -.05538        -.03671
  32       32.000      -.00247   101505        -.05701        -.03674
  33       33.000      -.00304   101170        -.05845        -.03684
  34       34.000      -.00320   100835        -.05962        -.03706
  35       35.000      -.00300   100500        -.06078        -.03737
  36       36.000      -.00251   100165        -.06187        -.03777
  37       37.000      -.00200    99830        -.06297        -.03814
  38       38.000      -.00117    99495        -.06409        -.03862
  39       39.000      -.00002    99160        -.06513        -.03920
  40       40.000       .00108    98825        -.06613        -.03978
  41       41.000       .00255    98490        -.06694        -.04041
  42       42.000       .00379    98155        -.06750        -.04097
  43       43.000       .00484    97820        -.06800        -.04154
  44       44.000       .00556    97485        -.06849        -.04208
  45       45.000       .00588    97150        -.06896        -.04274
  46       46.000       .00618    96815        -.06939        -.04354
  47       47.000       .00629    96480        -.06987        -.04437
  48       48.000       .00625    96145        -.07032        -.04529
  49       49.000       .00570    95810        -.07069        -.04630
  50       50.000       .00471    95475        -.07114        -.04736
  51       51.000       .00309    95140        -.07170        -.04840
  52       52.000       .00071    94805        -.07228        -.04948
  53       53.000      -.00234    94470        -.07292        -.05063
  54       54.000      -.00595    94135        -.07364        -.05182
  55       55.000      -.00986    93800        -.07452        -.05300
  56       56.000      -.01431    93465        -.07548        -.05427
  57       57.000      -.01885    93130        -.07636        -.05544
  58       58.000      -.02387    92795        -.07713        -.05646
  59       59.000      -.02918    92460        -.07793        -.05761
  60       60.000      -.03487    92125        -.07872        -.05889
  61       61.000      -.04064    91790        -.07949        -.06023
  62       62.000      -.04615    91455        -.08022        -.06160
  63       63.000      -.05180    91120        -.08104        -.06311
  64       64.000      -.05723    90785        -.08184        -.06466
  65       65.000      -.06245    90450        -.08272        -.06615
  66       66.000      -.06745    90115        -.08362        -.06765
  67       67.000      -.07202    89780        -.08455        -.06914
  68       68.000      -.07632    89445        -.08532        -.07054
  69       69.000      -.08070    89110        -.08608        -.07175
  70       70.000      -.08463    88775        -.08686        -.07290
  71       71.000      -.08822    88440        -.08767        -.07395
  72       72.000      -.09149    88105        -.08852        -.07496
  73       73.000      -.09447    87770        -.08938        -.07582
  74       74.000      -.09706    87435        -.09035        -.07643
  75       75.000      -.09958    87100        -.09141        -.07697
  76       76.000      -.10226    86765        -.09262        -.07750
  77       77.000      -.10481    86430        -.09385        -.07795
  78       78.000      -.10739    86095        -.09509        -.07834
  79       79.000      -.10982    85760        -.09643        -.07869
  80       80.000      -.11242    85425        -.09792        -.07894
  81       81.000      -.11503    85090        -.09946        -.07900
  82       82.000      -.11767    84755        -.10099        -.07894
  83       83.000      -.12023    84420        -.10236        -.07876
  84       84.000      -.12288    84085        -.10366        -.07849
  85       85.000      -.12540    83750        -.10497        -.07814
  86       86.000      -.12769    83415        -.10614        -.07786
  87       87.000      -.12948    83080        -.10728        -.07747
  88       88.000      -.13104    82745        -.10829        -.07696
  89       89.000      -.13287    82410        -.10915        -.07630
  90       90.000      -.13456    82075        -.10989        -.07550
  91       91.000      -.13594    81740        -.11050        -.07454
  92       92.000      -.13774    81405        -.11100        -.07371
  93       93.000      -.13941    81070        -.11130        -.07317
  94       94.000      -.14071    80735        -.11148        -.07269
  95       95.000      -.14177    80400        -.11142        -.07212
  96       96.000      -.14246    80065        -.11135        -.07155
  97       97.000      -.14273    79730        -.11124        -.07093
  98       98.000      -.14266    79395        -.11095        -.07019
  99       99.000      -.14230    79060        -.11069        -.06929
 100      100.000      -.14172    78725        -.11032        -.06829
Cross Semivariogram     tail:Mo           head:V             direction  1 
   1        1.000       .00001   111890        -.02742         .06521
   2        2.000       .00022   111555        -.02673         .06498
   3        3.000       .00044   111220        -.02600         .06485
   4        4.000       .00076   110885        -.02537         .06473
   5        5.000       .00138   110550        -.02490         .06461
   6        6.000       .00231   110215        -.02451         .06436
   7        7.000       .00313   109880        -.02413         .06405
   8        8.000       .00377   109545        -.02383         .06365
   9        9.000       .00423   109210        -.02371         .06308
  10       10.000       .00434   108875        -.02374         .06257
  11       11.000       .00410   108540        -.02405         .06211
  12       12.000       .00326   108205        -.02457         .06169
  13       13.000       .00201   107870        -.02530         .06134
  14       14.000       .00044   107535        -.02626         .06112
  15       15.000      -.00143   107200        -.02736         .06095
  16       16.000      -.00316   106865        -.02861         .06081
  17       17.000      -.00490   106530        -.02988         .06071
  18       18.000      -.00662   106195        -.03124         .06068
  19       19.000      -.00843   105860        -.03270         .06077
  20       20.000      -.01015   105525        -.03421         .06089
  21       21.000      -.01169   105190        -.03575         .06102
  22       22.000      -.01288   104855        -.03738         .06109
  23       23.000      -.01384   104520        -.03918         .06116
  24       24.000      -.01456   104185        -.04116         .06124
  25       25.000      -.01526   103850        -.04329         .06131
  26       26.000      -.01613   103515        -.04551         .06138
  27       27.000      -.01697   103180        -.04766         .06151
  28       28.000      -.01753   102845        -.04980         .06168
  29       29.000      -.01805   102510        -.05178         .06198
  30       30.000      -.01844   102175        -.05363         .06229
  31       31.000      -.01875   101840        -.05538         .06261
  32       32.000      -.01907   101505        -.05701         .06289
  33       33.000      -.01937   101170        -.05845         .06333
  34       34.000      -.01969   100835        -.05962         .06380
  35       35.000      -.02008   100500        -.06078         .06428
  36       36.000      -.02058   100165        -.06187         .06480
  37       37.000      -.02122    99830        -.06297         .06546
  38       38.000      -.02198    99495        -.06409         .06610
  39       39.000      -.02279    99160        -.06513         .06662
